guid,manager_name,category,priority,language,summary,assigned_at
80c6ed25-45f0-f011-8406-0022481ba5f0,Менеджер 17,Неработоспособность приложения,8,RU,"Пользователь не может зарегистрироваться в приложении Freedom Broker, получая ошибку на первом шаге ввода почты и пароля. Рекомендация: проверить технические проблемы с регистрацией через VPN и предложить альтернативные способы входа или регистрации.",2026-02-22T07:14:55.696132+00:00
7e77e0df-63f0-f011-8406-0022481bac13,Менеджер 45,Мошеннические действия,8,RU,"Пользователь сообщает о подозрительных денежных операциях, указывая, что у него нет таких средств. Рекомендация: Необходимо провести расследование по данному вопросу и связаться с пользователем для уточнения деталей.",2026-02-22T07:14:55.696132+00:00
7c62da2d-39ef-f011-8406-0022481ba654,Менеджер 26,Консультация,5,RU,Клиент сообщает о проблемах с верификацией KYC в Freedom Broker и запрашивает информацию о причинах отказа и необходимых действиях для повторного прохождения проверки. Рекомендация: предоставить клиенту четкие инструкции по повторной верификации и уточнить причины отказа.,2026-02-22T07:14:55.696132+00:00
7a78702f-6708-f111-8407-0022481ba51f,Менеджер 18,Мошеннические действия,10,RU,"Пользователь сообщает о получении множества смс с кодами подтверждения, что привело к взлому его аккаунта в Telegram и мошенническим действиям. Он требует удаления своих данных и запрета на отправку кодов на его номер. Рекомендация: Необходимо провести расследование по данному инциденту и предоставить пользователю официальный ответ.",2026-02-22T07:14:55.696132+00:00
79e46664-ece7-f011-8406-0022481ba51f,Менеджер 45,Неработоспособность приложения,8,RU,"Пользователь сообщает, что его личная идентификация не проходит. Рекомендация: Необходимо проверить систему идентификации и устранить возможные ошибки.",2026-02-22T07:14:55.696132+00:00
791e448d-c6ea-f011-8406-0022481ba139,Менеджер 42,Консультация,3,RU,"Клиент запрашивает информацию о том, как осуществить перевод с карты Freedom Broker на карту Цифра банка в рублях. Рекомендация: предоставить подробные инструкции по переводу и необходимые шаги для выполнения операции.",2026-02-22T07:14:55.696132+00:00
73aabcbf-55fb-f011-8406-0022481ba15f,Менеджер 33,Консультация,5,RU,"Клиент спрашивает, когда будет закрыт его счет, который был заблокирован после подачи поручения 23.01. Рекомендация: предоставить информацию о процессе закрытия счета и сроках.",2026-02-22T07:14:55.696132+00:00
73874674-f10a-f111-8407-0022481ba5f0,Менеджер 48,Неработоспособность приложения,8,RU,"Пользователь сообщает о проблеме с приложением, которое не позволяет перевести деньги между счетами, так как счета не отображаются. Рекомендация: Необходимо проверить работоспособность функции перевода между счетами и устранить проблему.",2026-02-22T07:14:55.696132+00:00
70c24622-3907-f111-8407-0022481bad7e,Менеджер 1,Консультация,3,RU,Клиент задает вопрос о процессе снятия средств. Рекомендация: предоставить подробную информацию о процедуре снятия средств и возможных сроках.,2026-02-22T07:14:55.696132+00:00
6f860ff9-cc01-f111-8407-0022481ba3d1,Менеджер 42,Претензия,9,RU,"Клиент сообщает о двойном списании комиссии в размере $25 за одну транзакцию и угрожает подать в суд. Рекомендация: Необходимо провести расследование по данному вопросу и вернуть средства клиенту, если ошибка подтвердится.",2026-02-22T07:14:55.696132+00:00
6f129f43-ecfa-f011-8406-0022481bad7e,Менеджер 48,Смена данных,5,ENG,"The customer is facing issues with account verification due to their proof of address being in Azerbaijani, which is not accepted by the system. They are seeking alternatives or a manual review of their document. Рекомендация: Рассмотреть возможность принятия альтернативных документов или ручной проверки предоставленного адресного документа.",2026-02-22T07:14:55.696132+00:00
6eee3dfb-ca00-f111-8407-0022481baec1,Менеджер 42,Консультация,3,RU,"Клиент запрашивает информацию о том, как получить справку о доходах, расходах и имуществе за 2025 год по всем закрытым счетам. Рекомендация: предоставить подробные инструкции по получению данной справки.",2026-02-22T07:14:55.696132+00:00
6e8c378f-7105-f111-8407-0022481ba2e6,Менеджер 44,Консультация,5,RU,"Клиент сообщает, что его инвестиционный счет отображается как скрытый, и он не может вывести средства. Запрашивает информацию о том, как активировать счет для вывода средств. Рекомендация: предоставить клиенту инструкции по активации счета и возможным причинам его скрытия.",2026-02-22T07:14:55.696132+00:00
6c7ecc7e-cdf2-f011-8406-0022481ba388,Менеджер 31,Неработоспособность приложения,8,RU,"Пользователь сообщает о том, что сайт Freedom Broker не открывается с 14.01.26, как на мобильной версии, так и на ПК, несмотря на стабильное интернет-соединение. Рекомендация: Провести техническую проверку сайта и уведомить пользователя о статусе решения проблемы.",2026-02-22T07:14:55.696132+00:00
690849eb-ebf2-f011-8406-0022481ba3d1,Менеджер 34,Неработоспособность приложения,8,RU,Пользователь сообщает о проблемах с входом в систему. Рекомендация: проверить технические неполадки и предоставить пользователю инструкции по восстановлению доступа.,2026-02-22T07:14:55.696132+00:00
68778e9c-0408-f111-8407-0022481ba388,Менеджер 43,Консультация,3,RU,Клиент запрашивает информацию о необходимых декларациях и сроках их подачи после торговли облигациями и акциями в Freedom Broker. Рекомендация: предоставить клиенту информацию о налоговых обязательствах и сроках подачи деклараций.,2026-02-22T07:14:55.696132+00:00
68086831-220b-f111-8407-0022481baa2c,Менеджер 23,Консультация,3,RU,Пользователь спрашивает о доступных облигациях для покупки в тенге. Рекомендация: предоставить информацию о доступных облигациях и их характеристиках.,2026-02-22T07:14:55.696132+00:00
674f0100-26f1-f011-8406-0022481ba654,Менеджер 42,Смена данных,5,RU,Клиент просит обновить свои личные данные и разблокировать брокерский счет для продажи акций. Рекомендация: Обработать запрос на изменение данных и разблокировку счета в соответствии с внутренними процедурами.,2026-02-22T07:14:55.696132+00:00
6649c4fa-a4fa-f011-8406-0022481ba4d2,Менеджер 36,Консультация,5,RU,"Клиент запрашивает информацию о том, как проверить, является ли сотрудник компании настоящим и действителен ли выданный им сертификат. Рекомендация: Предоставить клиенту информацию о том, как можно проверить сотрудников и сертификаты, а также указать на официальные каналы связи для подтверждения информации.",2026-02-22T07:14:55.696132+00:00
645ae375-f5c9-f011-8544-0022481ae6d4,Менеджер 6,Консультация,3,RU,Клиент интересуется возможностью оформления банковской карты при открытии брокерского счета и стоимостью карты для нерезидента Казахстана. Рекомендация: предоставить информацию о процессе оформления карты и ее стоимости для нерезидентов.,2026-02-22T07:14:55.696132+00:00
6396447c-daf1-f011-8406-0022481ba303,Менеджер 27,Неработоспособность приложения,8,RU,"The user is experiencing an issue with being blocked in the app, likely due to multiple attempts to add address registration documents. Recommendation: Investigate the user's account and assist in unblocking it as soon as possible.",2026-02-22T07:14:55.696132+00:00
6057defe-7cfa-f011-8406-0022481ba139,Менеджер 42,Консультация,3,RU,"Клиент запрашивает информацию о порядке перечисления денег с брокерского счёта на банковскую карту, не являющуюся картой инвестора. Рекомендация: предоставить подробную инструкцию по процессу перевода средств.",2026-02-22T07:14:55.696132+00:00
5fba8b9d-78f7-f011-8406-0022481ba51f,Менеджер 25,Консультация,5,RU,"Клиент задает вопросы о доходах по D-счету, налогах на сделки РЕПО и возможности получения консультации по налоговым вопросам. Рекомендация: Предоставить клиенту информацию о налогах и услугах консультации, а также направить его к специалистам по налогам в компании.",2026-02-22T07:14:55.696132+00:00
5ea1e640-42fd-f011-8406-0022481ba4d2,Менеджер 31,Смена данных,5,RU,Клиент запрашивает сброс учетной записи для повторного прохождения верификации. Рекомендация: Обработать запрос клиента и предоставить инструкции по сбросу учетной записи.,2026-02-22T07:14:55.696132+00:00
5e696ec7-fbf5-f011-8406-0022481ba046,Менеджер 22,Консультация,3,RU,"Клиент запрашивает возможность получения писем на русском языке вместо английского, так как ему неудобно переводить. Рекомендация: Рассмотреть возможность изменения языка уведомлений для клиента.",2026-02-22T07:14:55.696132+00:00
5d29d98c-55fb-f011-8406-0022481baa2c,Менеджер 21,Неработоспособность приложения,7,RU,Клиент сообщает о проблеме с выполнением заказа на покупку облигаций. Рекомендация: проверить систему на наличие ошибок и обеспечить обратную связь с клиентом.,2026-02-22T07:14:55.696132+00:00
591d3e1d-ebf8-f011-8406-0022481ba046,Менеджер 27,Консультация,5,ENG,"The customer is seeking assistance with uploading a document for address verification, which is issued in Ukrainian and is not passing validation. They are looking for guidance on how to resolve this issue to complete their signup process on the platform. Рекомендация: Предоставить информацию о возможных способах подтверждения адреса для документов на украинском языке.",2026-02-22T07:14:55.696132+00:00
57c12b0b-4dec-f011-8406-0022481baa2c,Менеджер 30,Неработоспособность приложения,8,RU,"Клиент сообщает о проблеме с выводом денег с брокерского счета, что указывает на возможные технические неполадки. Рекомендация: Необходимо срочно проверить систему вывода средств и устранить проблему.",2026-02-22T07:14:55.696132+00:00
52401ace-e200-f111-8407-0022481baec1,Менеджер 11,Консультация,5,RU,Клиент запрашивает покупку облигаций MFRFB24.KZ в количестве 780 штук по цене 100.1. Рекомендация: уточнить детали покупки и подтвердить возможность выполнения запроса.,2026-02-22T07:14:55.696132+00:00
5029a687-f10a-f111-8407-0022481ba303,Менеджер 35,Консультация,5,RU,Клиент запрашивает информацию о переводе денег с брокерского счета на дебетовый и о проблемах с продажей акций. Рекомендация: предоставить подробные инструкции по переводу средств и решить проблему с продажей акций.,2026-02-22T07:14:55.696132+00:00
4f7cf7bf-7f06-f111-8407-0022481ba2e6,Менеджер 8,Консультация,3,RU,"Клиент запрашивает справку о счетах для налоговой. Рекомендация: предоставить информацию о том, как получить справку и какие документы могут понадобиться.",2026-02-22T07:14:55.696132+00:00
4f4bbd69-4bec-f011-8406-0022481ba3d1,Менеджер 50,Консультация,5,RU,"Клиент запрашивает помощь по поводу незафиксированной транзакции на брокерский счет в Freedom Broker Armenia, несмотря на успешный перевод с карты Freedom Bank. Рекомендация: предоставить клиенту информацию о том, как проверить статус транзакции и возможные шаги для решения проблемы.",2026-02-22T07:14:55.696132+00:00
4e70774f-6406-f111-8407-0022481bac13,Менеджер 42,Консультация,3,RU,"Клиент запрашивает контактные данные нового менеджера, так как предыдущий уволился и не может предоставить информацию. Рекомендация: Предоставить клиенту актуальные контактные данные менеджера, ответственного за его аккаунт.",2026-02-22T07:14:55.696132+00:00
4dbf89c0-c7fe-f011-8407-0022481bad7e,Менеджер 25,Смена данных,7,RU,"Клиент пытается зарегистрироваться в Фридом брокер, но сталкивается с проблемой, так как на его ИИН уже зарегистрирован счет, который он не открывал. Рекомендация: Провести проверку по ИИН клиента и выяснить, почему существует уже зарегистрированный счет.",2026-02-22T07:14:55.696132+00:00
4c9b584d-f4f4-f011-8406-0022481ba4d2,Менеджер 44,Консультация,7,RU,"Клиент сообщает о проблеме с выводом средств с брокерского счёта, после внесения пробной суммы. Рекомендация: необходимо связаться с клиентом для выяснения причин отказа в выводе средств.",2026-02-22T07:14:55.696132+00:00
4c0670d5-c80b-f111-8407-0022481ba388,Менеджер 13,Неработоспособность приложения,7,RU,Пользователь испытывает трудности с прохождением верификации в приложении. Рекомендация: проверить систему верификации и предоставить пользователю инструкции по ее успешному прохождению.,2026-02-22T07:14:55.696132+00:00
49d8f000-b6ea-f011-8406-0022481ba5f0,Менеджер 17,Консультация,5,RU,Клиент запрашивает информацию о начислении вознаграждения на остаток в USD на Invest Card для нерезидентов. Рекомендация: предоставить четкий ответ о применимости условий для нерезидентов и уточнить детали начисления вознаграждения.,2026-02-22T07:14:55.696132+00:00
495e1af4-7ec4-f011-bbd3-6045bd0db55a,Менеджер 40,Неработоспособность приложения,8,RU,"Пользователь сообщает о постоянных сбоях в приложении, включая ошибки в портфеле и котировках. Рекомендация: Необходимо провести технический анализ и устранить проблемы с приложением.",2026-02-22T07:14:55.696132+00:00
493fd23b-ad01-f111-8407-0022481baec1,Менеджер 18,Спам,1,RU,"Клиент отправил информацию о мероприятии, организованном Московской биржей и АО 'ПЕРВОУРАЛЬСКБАНК', без запроса на поддержку или вопроса. Рекомендация: Игнорировать данное сообщение как спам, так как оно не содержит запроса на помощь или информацию о проблеме.",2026-02-22T07:14:55.696132+00:00
46b3753c-28fc-f011-8406-0022481bad7e,Менеджер 31,Смена данных,5,RU,"Пользователь сообщает о частичном изменении личных данных и интересуется, как восстановить доступ к приложению. Рекомендация: Предоставить инструкции по восстановлению доступа и обновлению личных данных.",2026-02-22T07:14:55.696132+00:00
46784f43-3707-f111-8407-0022481ba5f0,Менеджер 26,Спам,1,RU,"Получено рекламное сообщение с дайджестом от Wunder Digital, содержащим ссылки на статьи о digital-трендах. Рекомендация: Игнорировать, так как это спам и не относится к запросу поддержки.",2026-02-22T07:14:55.696132+00:00
45c28df6-c8fc-f011-8406-0022481ba5f0,Менеджер 48,Неработоспособность приложения,8,RU,"Клиент сообщает о проблемах с проведением операций по карте, что может указывать на технические неполадки. Рекомендация: Необходимо проверить работоспособность системы и устранить возможные ошибки.",2026-02-22T07:14:55.696132+00:00
449386e6-f4f6-f011-8406-0022481ba139,Менеджер 1,Консультация,5,RU,"Клиент интересуется возможностью открытия брокерского счета для конвертации валюты и получения информации о комиссиях, необходимых документах и сроках открытия. Рекомендация: предоставить полную информацию по всем вопросам клиента и уточнить детали открытия счета и конвертации валюты.",2026-02-22T07:14:55.696132+00:00
43f93522-6f01-f111-8407-0022481baa2c,Менеджер 24,Спам,1,RU,"Сообщение содержит рекламное предложение о продаже тюльпанов с указанием цен и условий заказа. Рекомендация: Игнорировать, так как это спам-сообщение без отношения к поддержке клиентов.",2026-02-22T07:14:55.696132+00:00
4071842c-10df-f011-8406-0022481ba2e6,Менеджер 15,Мошеннические действия,10,RU,"Клиент сообщает о том, что 125$ не поступили на счет и требует возврата денег. Рекомендация: Необходимо срочно проверить статус транзакции и связаться с клиентом для разъяснения ситуации.",2026-02-22T07:14:55.696132+00:00
3f58a098-efe9-f011-8406-0022481baec1,Менеджер 1,Неработоспособность приложения,7,RU,Клиент сообщает о недоступности торгов по d счету и запрашивает причину. Рекомендация: необходимо проверить статус торгового приложения и предоставить клиенту информацию о возможных причинах недоступности.,2026-02-22T07:14:55.696132+00:00
3e147051-7afb-f011-8406-0022481ba516,Менеджер 31,Смена данных,5,RU,Пользователь запрашивает добавление страны Узбекистан для идентификации. Рекомендация: Обработать запрос и внести необходимые изменения в систему идентификации.,2026-02-22T07:14:55.696132+00:00
3dd99ed9-d507-f111-8407-0022481ba5f0,Менеджер 48,Консультация,3,RU,"Клиент интересуется возможностью приобретения нового выпуска облигаций ФФ и запрашивает информацию о сроках выпуска в 2026 году, чтобы подготовить средства. Рекомендация: Предоставить информацию о планах выпуска облигаций и сроках для клиентов из Казахстана.",2026-02-22T07:14:55.696132+00:00
3692ae0e-f5ef-f011-8406-0022481ba5f0,Менеджер 6,Неработоспособность приложения,10,RU,Клиент сообщает о проблеме с отсутствием SMS-уведомлений и требует срочного решения в течение часа. Рекомендация: Ускорить процесс решения проблемы и предоставить клиенту обновленную информацию как можно скорее.,2026-02-22T07:14:55.696132+00:00
3306a227-2108-f111-8407-0022481ba51f,Менеджер 44,Смена данных,5,RU,"Клиент запрашивает официальную справку о наличии или отсутствии брокерского счёта на своё имя, а также информацию о дате открытия и закрытия счёта, отсутствии операций и денежных средств. Рекомендация: Подготовить запрашиваемую справку или официальный отказ с указанием причин, если это невозможно.",2026-02-22T07:14:55.696132+00:00
32b508e5-ccfa-f011-8406-0022481ba5f0,Менеджер 17,Неработоспособность приложения,7,RU,"Пользователь не может восстановить пароль в своем аккаунте и просит помощи. Она перепробовала все способы безрезультатно и интересуется, какие данные нужны для восстановления пароля. Рекомендация: Предоставить пользователю инструкции по восстановлению пароля и уточнить, какие данные необходимы для этого.",2026-02-22T07:14:55.696132+00:00
2fbcb549-b900-f111-8407-0022481bad7e,Менеджер 25,Претензия,10,RU,"Клиент сообщает о техническом сбое, приведшем к дублирующим списаниям и отрицательному балансу. Он требует аннулировать дублирующие списания, восстановить баланс и списать начисленные комиссии, а также угрожает подать жалобы в регулирующие органы и требует компенсацию. Рекомендация: необходимо срочно рассмотреть запрос клиента и предоставить письменное подтверждение в указанные сроки.",2026-02-22T07:14:55.696132+00:00
2d25adc9-2303-f111-8407-0022481bad7e,Менеджер 50,Смена данных,5,RU,"Клиент Ольга запрашивает смену номера телефона с израильского на российский и сообщает о проблеме с подачей заявки на продажу SNDL. Рекомендация: Обработать запрос на смену номера и предоставить информацию о том, кто может помочь с подачей заявки на продажу.",2026-02-22T07:14:55.696132+00:00
2a99d51e-7dfb-f011-8406-0022481bac13,Менеджер 15,Неработоспособность приложения,7,RU,Пользователь сообщает о проблемах с регистрацией в приложении. Рекомендация: Провести технический анализ проблемы и предоставить пользователю инструкции по устранению неполадок.,2026-02-22T07:14:55.696132+00:00
27b00088-7805-f111-8407-0022481ba51f,Менеджер 43,Смена данных,8,RU,"Клиент требует аннулировать все ценные бумаги на своем брокерском счету, закрыть счет и обновить данные в Центральном депозитарии для процедуры судебного банкротства. Рекомендация: Обработать запрос клиента в кратчайшие сроки и предоставить подтверждение о закрытии счета.",2026-02-22T07:14:55.696132+00:00
2646175e-fcff-f011-8407-0022481ba139,Менеджер 39,Неработоспособность приложения,7,RU,Пользователь сообщает о проблеме с созданием накопительного счёта. Рекомендация: проверить функциональность накопительных счетов и устранить возможные ошибки в приложении.,2026-02-22T07:14:55.696132+00:00
2465d058-fcff-f011-8407-0022481ba2e6,Менеджер 18,Мошеннические действия,8,RU,"Клиент сообщает о том, что не получил деньги, что может указывать на проблему с транзакцией или мошенничество. Рекомендация: Необходимо провести расследование по этому вопросу и связаться с клиентом для уточнения деталей.",2026-02-22T07:14:55.696132+00:00
23653a7b-40ed-f011-8406-0022481ba654,Менеджер 42,Консультация,5,RU,Клиент хочет открыть брокерский счёт и задаёт вопросы о регистрации с временной регистрацией в России и проблемах с IP-адресом. Рекомендация: предоставить информацию о возможности регистрации и решении проблемы с IP-адресом.,2026-02-22T07:14:55.696132+00:00
1ea2bcb4-1a0b-f111-8407-0022481ba516,Менеджер 48,Консультация,3,RU,"Клиент запрашивает информацию о том, как вывести средства с брокерского счета на дебетовую карту, так как доступно только перемещение между брокерскими счетами. Рекомендация: предоставить подробные инструкции по выводу средств на дебетовую карту.",2026-02-22T07:14:55.696132+00:00
1d83a8d1-1907-f111-8407-0022481ba303,Менеджер 2,Консультация,1,ENG,The customer is inquiring about the age requirement to create an account in the Freedom Broker app. Recommendation: Provide clear information regarding the age requirements for account creation.,2026-02-22T07:14:55.696132+00:00
1c855de1-e407-f111-8407-0022481ba139,Менеджер 15,Консультация,5,ENG,"The customer is inquiring about an issue with their proof of address not being accepted by the system, despite it meeting the specified conditions. Recommendation: Provide detailed guidance on the requirements for proof of address and check if there are any specific issues with the submitted document.",2026-02-22T07:14:55.696132+00:00
1c586f06-d305-f111-8407-0022481baa2c,Менеджер 31,Смена данных,5,ENG,The customer is requesting assistance with document verification related to their home address and has provided a notarized translation of a mobile phone invoice as proof. Рекомендация: Proceed with the verification process and ensure the customer receives timely updates on their request.,2026-02-22T07:14:55.696132+00:00
1b4e4e35-b7f5-f011-8406-0022481ba139,Менеджер 33,Консультация,5,RU,Клиент не может вывести деньги с брокерского счета на банковскую карту и просит инструкцию по этому процессу. Рекомендация: предоставить подробные инструкции по выводу средств и альтернативные способы связи для решения вопросов.,2026-02-22T07:14:55.696132+00:00
1b37794f-49f8-f011-8406-0022481baa2c,Менеджер 22,Смена данных,8,RU,Пользователь сообщает о потере телефона и запрашивает блокировку приложения и карт. Рекомендация: Предоставить инструкции по блокировке карт и приложения.,2026-02-22T07:14:55.696132+00:00
1aba77e8-a1df-ef11-8eea-000d3a0cb34b,Менеджер 34,Жалоба,7,RU,"Клиент испытывает трудности с выводом средств на банковскую карту, так как карта не добавляется при пополнении. Также клиент недоволен качеством обслуживания техподдержки, которая перестала отвечать на запросы. Рекомендация: Убедиться в том, что клиент получает необходимую помощь и предоставить информацию о процессе вывода средств.",2026-02-22T07:14:55.696132+00:00
19b789fb-f6ff-f011-8407-0022481ba5f0,Менеджер 48,Неработоспособность приложения,6,RU,"Клиент сообщает о проблеме с получением выписки, которая приходит ежедневно, что может указывать на сбой в системе рассылки. Рекомендация: Провести проверку системы рассылки и устранить проблему.",2026-02-22T07:14:55.696132+00:00
16a8690e-4aec-f011-8406-0022481bad7e,Менеджер 33,Неработоспособность приложения,6,RU,"Клиент не смог произвести оплату картой, связанной с D счетом, и ищет разъяснения по поводу обновления экономического портфеля. Рекомендация: проверить технические проблемы с оплатой и предоставить клиенту информацию о процессе обновления портфеля.",2026-02-22T07:14:55.696132+00:00
136d32a0-bafd-f011-8406-0022481ba51f,Менеджер 14,Мошеннические действия,10,RU,"Клиент сообщает о задержке перевода 200 EUR и обвиняет компанию в мошенничестве, угрожая подать заявление в правоохранительные органы, если деньги не будут зачислены в течение 24 часов. Рекомендация: Необходимо срочно проверить статус перевода и предоставить клиенту ответ в кратчайшие сроки, чтобы избежать эскалации ситуации.",2026-02-22T07:14:55.696132+00:00
12e4eafd-8cec-f011-8406-0022481ba388,Менеджер 45,Консультация,3,RU,"Клиент запрашивает информацию о том, с каких банков граждане России могут пополнить свой брокерский счет. Рекомендация: предоставить подробную информацию о доступных способах пополнения счета для граждан России.",2026-02-22T07:14:55.696132+00:00
117af0c4-cb00-f111-8407-0022481ba51f,Менеджер 22,Смена данных,9,RU,Пользователь требует удалить свои персональные данные и прекратить любые звонки и смс. Рекомендация: Обработать запрос на удаление данных и подтвердить пользователю выполнение его просьбы.,2026-02-22T07:14:55.696132+00:00
0d88166d-ef0a-f111-8406-0022481ba139,Менеджер 48,Консультация,3,RU,"Клиент запрашивает справки по движению средств за 2025 год для налогового отчета. Рекомендация: предоставить информацию о том, как можно получить эти справки.",2026-02-22T07:14:55.696132+00:00
0d4df5b6-4e74-f011-b4cd-002248c8b95d,Менеджер 42,Консультация,3,RU,"Клиент интересуется возможностью открытия виртуальной Invest Card и процессом её получения, имея брокерский счёт и будучи резидентом РФ. Рекомендация: предоставить информацию о процессе открытия виртуальной Invest Card и условиях для резидентов РФ.",2026-02-22T07:14:55.696132+00:00
0d1bad00-f0ee-f011-8406-0022481bad7e,Менеджер 17,Консультация,5,RU,"Клиент хочет восстановить доступ к зарубежному счету, так как в личном кабинете виден только рублевый счет. Рекомендация: предоставить информацию о процессе восстановления доступа к зарубежным счетам.",2026-02-22T07:14:55.696132+00:00
08afc1f5-ebfd-f011-8406-0022481ba654,Менеджер 15,Консультация,3,ENG,The customer is inquiring about the absence of Uzbekistan in the country list for services. Recommendation: Provide clarification on the country eligibility criteria and inform the customer about any potential options for Uzbekistan citizens.,2026-02-22T07:14:55.696132+00:00
03e27d30-12fd-f011-8406-0022481ba654,Менеджер 14,Консультация,5,RU,Клиент предлагает идею автоматического списания денег с текущих счетов на брокерские счета и интересуется возможностью настройки такого процесса. Рекомендация: Рассмотреть предложение и предоставить информацию о текущих возможностях автоматического списания средств.,2026-02-22T07:14:55.696132+00:00
027ec97a-8e03-f111-8407-0022481bad7e,Менеджер 47,Смена данных,5,KZ,"Пользователь запрашивает информацию о правильности документа, подтверждающего его адрес, который указан в коммунальных платежах. Рекомендация: уточнить у пользователя, какие именно изменения или подтверждения ему необходимы для дальнейшей помощи.",2026-02-22T07:14:55.696132+00:00
